date,open,high,low,close,volume,average,barCount
2025-04-04 09:30:00-04:00,255.64,259.78,255.0,259.01,1503783.0,257.22,5395
2025-04-04 09:31:00-04:00,258.93,261.0,258.92,259.65,762428.0,259.961,3884
2025-04-04 09:32:00-04:00,259.55,259.76,256.89,257.98,730246.0,258.062,3595
2025-04-04 09:33:00-04:00,257.84,257.96,255.5,256.07,568323.0,256.402,3125
2025-04-04 09:34:00-04:00,255.97,257.8,255.0,257.61,624398.0,256.131,3138
2025-04-04 09:35:00-04:00,257.69,258.72,255.75,256.06,564927.0,257.128,2832
2025-04-04 09:36:00-04:00,255.92,256.29,254.17,254.18,636869.0,255.119,3470
2025-04-04 09:37:00-04:00,254.27,254.75,253.27,253.51,709379.0,253.812,3864
2025-04-04 09:38:00-04:00,253.57,253.8,252.33,253.67,576018.0,252.942,3064
2025-04-04 09:39:00-04:00,253.48,254.65,253.13,253.3,502938.0,253.801,2767
2025-04-04 09:40:00-04:00,253.29,253.37,251.54,251.74,633003.0,252.082,3329
2025-04-04 09:41:00-04:00,251.71,252.27,250.92,250.98,626397.0,251.5,3303
2025-04-04 09:42:00-04:00,250.95,252.1,250.3,250.43,622347.0,251.032,3086
2025-04-04 09:43:00-04:00,250.37,251.17,249.28,249.55,1001211.0,250.273,4731
2025-04-04 09:44:00-04:00,249.49,250.6,248.93,249.04,627974.0,249.668,3042
2025-04-04 09:45:00-04:00,249.06,250.33,248.06,250.31,844760.0,249.149,4249
2025-04-04 09:46:00-04:00,250.24,251.45,250.24,251.16,633407.0,250.869,3293
2025-04-04 09:47:00-04:00,251.18,252.9,251.04,251.16,696878.0,252.128,3356
2025-04-04 09:48:00-04:00,251.13,252.3,250.83,251.73,376016.0,251.768,2153
2025-04-04 09:49:00-04:00,251.71,252.35,250.41,250.53,451953.0,251.559,2338
2025-04-04 09:50:00-04:00,250.5,252.95,250.2,252.65,506567.0,251.88,2497
2025-04-04 09:51:00-04:00,252.6,252.74,251.2,251.22,355608.0,251.938,2026
2025-04-04 09:52:00-04:00,251.22,252.33,251.1,252.07,291039.0,251.733,1646
2025-04-04 09:53:00-04:00,252.15,254.0,252.05,253.07,573303.0,253.261,2835
2025-04-04 09:54:00-04:00,253.01,253.21,250.92,251.31,422201.0,251.831,2405
2025-04-04 09:55:00-04:00,251.27,251.92,250.27,250.54,394761.0,250.945,1987
2025-04-04 09:56:00-04:00,250.54,252.52,250.13,252.39,362818.0,251.091,1951
2025-04-04 09:57:00-04:00,252.5,253.64,251.91,253.62,471159.0,252.712,2552
