entry_time,entry_price,exit_price,net_pnl,pnl_per_share,capital_required
2025-04-14 10:03:00-04:00,258.63,260.7099999999999,207.79999999999274,2.0799999999999272,25863.0
2025-04-14 10:43:00-04:00,257.13,254.90999999999997,-222.20000000000272,-2.2200000000000273,25713.0
2025-04-14 13:53:00-04:00,248.96,250.18000000000004,121.80000000000273,1.2200000000000273,24896.0
2025-04-14 13:55:00-04:00,248.94,249.39999999999998,45.79999999999795,0.45999999999997954,24894.0
2025-04-14 14:08:00-04:00,249.51,249.34999999999997,-16.2000000000025,-0.160000000000025,24951.0
2025-04-14 14:39:00-04:00,250.33,251.83000000000007,149.8000000000057,1.5000000000000568,25033.0
2025-04-14 14:40:00-04:00,250.25,250.67000000000002,41.80000000000159,0.4200000000000159,25025.0
2025-04-14 14:43:00-04:00,251.44,253.44,199.8,2.0,25144.0
2025-04-14 14:44:00-04:00,251.41,252.89000000000001,147.80000000000183,1.4800000000000182,25141.0
2025-04-14 15:07:00-04:00,253.14,255.14,199.8,2.0,25314.0
2025-04-14 15:08:00-04:00,253.25,254.67000000000002,141.8000000000016,1.420000000000016,25325.0
2025-04-14 15:09:00-04:00,253.29,254.27,97.80000000000182,0.9800000000000182,25329.0
2025-04-14 15:12:00-04:00,253.46,253.92000000000004,45.800000000003635,0.4600000000000364,25346.0
2025-04-14 15:15:00-04:00,253.25,253.09000000000003,-16.199999999996816,-0.15999999999996817,25325.0
