entry_time,entry_price,exit_price,net_pnl,pnl_per_share,capital_required
2025-03-26 10:55:00-04:00,277.65,277.30999999999983,-34.200000000014555,-0.3400000000001455,27764.999999999996
2025-03-26 11:19:00-04:00,279.22,281.06000000000006,183.8000000000032,1.8400000000000318,27922.000000000004
2025-03-26 11:21:00-04:00,278.85,278.65,-20.200000000004547,-0.20000000000004547,27885.000000000004
2025-03-26 11:22:00-04:00,277.85,275.31000000000006,-254.19999999999635,-2.5399999999999636,27785.000000000004
2025-03-26 13:43:00-04:00,272.08,273.59999999999985,151.79999999998682,1.5199999999998681,27208.0
2025-03-26 13:44:00-04:00,272.65,274.94999999999993,229.79999999999546,2.2999999999999545,27264.999999999996
2025-03-26 13:46:00-04:00,272.2,271.5599999999999,-64.20000000001001,-0.6400000000001,27220.0
2025-03-26 13:47:00-04:00,271.71,269.4299999999999,-228.20000000000863,-2.2800000000000864,27170.999999999996
2025-03-26 14:16:00-04:00,271.65,271.02999999999986,-62.200000000011826,-0.6200000000001182,27164.999999999996
2025-03-26 14:20:00-04:00,271.6,270.4200000000001,-118.199999999995,-1.17999999999995,27160.000000000004
