entry_time,entry_price,exit_price,net_pnl
2025-04-08 10:04:00-04:00,246.59,246.97,3.5999999999999543
2025-04-08 10:07:00-04:00,246.23,244.53,-17.199999999999886
2025-04-08 10:11:00-04:00,247.06,246.32,-7.600000000000091
2025-04-08 10:15:00-04:00,247.7,247.82,1.0000000000000455
2025-04-08 10:19:00-04:00,248.72,249.64000000000001,9.00000000000016
2025-04-08 10:23:00-04:00,249.0,248.18,-8.399999999999931
2025-04-08 13:39:00-04:00,232.51,233.45,9.199999999999978
2025-04-08 13:41:00-04:00,233.3,233.80000000000007,4.800000000000568
2025-04-08 13:42:00-04:00,234.07,235.90999999999997,18.19999999999975
2025-04-08 13:44:00-04:00,234.23,235.56999999999996,13.19999999999975
