entry_time,entry_price,exit_price,net_pnl,pnl_per_share,capital_required
2025-04-02 10:02:00-04:00,265.73,270.16999999999996,443.7999999999941,4.439999999999941,26573.0
2025-04-02 10:03:00-04:00,266.15,270.18999999999994,403.7999999999964,4.039999999999964,26614.999999999996
2025-04-02 10:59:00-04:00,264.92,265.85999999999996,93.79999999999409,0.9399999999999409,26492.0
2025-04-02 11:06:00-04:00,265.93,267.29,135.80000000000138,1.3600000000000136,26593.0
2025-04-02 11:11:00-04:00,266.35,266.55000000000007,19.800000000004548,0.20000000000004547,26635.000000000004
2025-04-02 11:20:00-04:00,271.67,279.91,823.8000000000009,8.240000000000009,27167.0
2025-04-02 11:21:00-04:00,272.23,280.07000000000005,783.8000000000031,7.840000000000032,27223.0
2025-04-02 11:24:00-04:00,273.45,275.4499999999999,199.79999999998864,1.9999999999998863,27345.0
2025-04-02 11:29:00-04:00,275.52,275.39999999999986,-12.200000000011823,-0.12000000000011823,27552.0
2025-04-02 11:29:00-04:00,275.52,275.19999999999993,-32.200000000005005,-0.32000000000005,27552.0
2025-04-02 11:36:00-04:00,278.74,283.48,473.8000000000009,4.740000000000009,27874.0
2025-04-02 13:56:00-04:00,283.05,283.15000000000003,9.800000000002274,0.10000000000002274,28305.0
2025-04-02 13:57:00-04:00,283.19,283.12999999999994,-6.200000000005912,-0.06000000000005912,28319.0
2025-04-02 14:03:00-04:00,283.45,283.59,13.799999999998636,0.13999999999998636,28345.0
