entry_time,entry_price,exit_price,net_pnl,pnl_per_share,capital_required
2025-04-08 10:04:00-04:00,246.59,246.97,37.79999999999954,0.37999999999999545,24659.0
2025-04-08 10:07:00-04:00,246.23,244.53,-170.19999999999885,-1.6999999999999886,24623.0
2025-04-08 10:11:00-04:00,247.06,246.32,-74.20000000000091,-0.7400000000000091,24706.0
2025-04-08 10:15:00-04:00,247.7,247.82,11.800000000000455,0.12000000000000455,24770.0
2025-04-08 10:19:00-04:00,248.72,249.64000000000001,91.80000000000159,0.9200000000000159,24872.0
2025-04-08 10:23:00-04:00,249.0,248.18,-82.19999999999932,-0.8199999999999932,24900.0
2025-04-08 13:39:00-04:00,232.51,233.45,93.79999999999977,0.9399999999999977,23251.0
2025-04-08 13:41:00-04:00,233.3,233.80000000000007,49.80000000000568,0.5000000000000568,23330.0
2025-04-08 13:42:00-04:00,234.07,235.90999999999997,183.7999999999975,1.839999999999975,23407.0
2025-04-08 13:44:00-04:00,234.23,235.56999999999996,133.7999999999975,1.339999999999975,23423.0
