entry_time,entry_price,exit_price,net_pnl
2025-04-07 10:01:00-04:00,229.82,231.48000000000002,16.40000000000025
2025-04-07 10:27:00-04:00,230.36,229.52000000000004,-8.59999999999975
2025-04-07 10:21:00-04:00,236.86,243.84000000000003,69.60000000000018
2025-04-07 10:13:00-04:00,248.85,276.37,275.0000000000001
2025-04-07 10:20:00-04:00,234.0,222.60000000000002,-114.19999999999978
2025-04-07 10:15:00-04:00,245.38,251.36,59.60000000000018
2025-04-07 10:56:00-04:00,233.14,230.11999999999995,-30.400000000000386
2025-04-07 13:44:00-04:00,235.27,238.93000000000004,36.40000000000025
2025-04-07 13:45:00-04:00,235.03,236.19000000000003,11.40000000000025
2025-04-07 13:59:00-04:00,236.75,237.59000000000003,8.200000000000319
2025-04-07 14:00:00-04:00,236.45,236.31,-1.5999999999998635
