entry_time,entry_price,exit_price,net_pnl,pnl_per_share,capital_required
2025-03-31 09:55:00-04:00,248.45,248.40999999999997,-4.2000000000020465,-0.040000000000020464,24845.0
2025-03-31 09:59:00-04:00,248.84,248.24000000000004,-60.19999999999659,-0.5999999999999659,24884.0
2025-03-31 10:03:00-04:00,250.34,251.32000000000002,97.80000000000182,0.9800000000000182,25034.0
2025-03-31 10:10:00-04:00,251.34,251.4,5.800000000000227,0.060000000000002274,25134.0
2025-03-31 10:52:00-04:00,247.53,246.15,-138.19999999999953,-1.3799999999999955,24753.0
2025-03-31 10:56:00-04:00,247.99,246.69000000000005,-130.19999999999544,-1.2999999999999545,24799.0
2025-03-31 11:02:00-04:00,249.23,249.53,29.800000000001138,0.30000000000001137,24923.0
2025-03-31 11:09:00-04:00,248.7,246.59999999999997,-210.20000000000226,-2.1000000000000227,24870.0
2025-03-31 11:26:00-04:00,251.43,251.65000000000003,21.80000000000273,0.22000000000002728,25143.0
2025-03-31 14:05:00-04:00,255.11,255.19000000000005,7.8000000000040925,0.08000000000004093,25511.0
2025-03-31 14:08:00-04:00,255.62,256.24,61.80000000000045,0.6200000000000045,25562.0
2025-03-31 14:11:00-04:00,257.43,260.79,335.8000000000014,3.3600000000000136,25743.0
2025-03-31 14:12:00-04:00,258.31,262.33,401.7999999999982,4.019999999999982,25831.0
2025-03-31 14:14:00-04:00,257.24,257.15999999999997,-8.200000000004092,-0.08000000000004093,25724.0
2025-03-31 14:23:00-04:00,258.28,258.39999999999986,11.799999999989087,0.11999999999989086,25827.999999999996
2025-03-31 14:33:00-04:00,259.41,260.41,99.8,1.0,25941.000000000004
2025-03-31 14:34:00-04:00,259.47,259.75,27.799999999997272,0.2799999999999727,25947.000000000004
2025-03-31 14:38:00-04:00,259.76,260.5799999999999,81.79999999999363,0.8199999999999363,25976.0
2025-03-31 15:24:00-04:00,259.01,258.78999999999996,-22.200000000002728,-0.22000000000002728,25901.0
