date,open,high,low,close,volume,average,barCount
2025-04-01 09:30:00-04:00,263.7,263.84,261.63,262.86,1017835.0,263.177,2839
2025-04-01 09:31:00-04:00,262.94,267.0,262.83,266.22,1005248.0,265.85,4499
2025-04-01 09:32:00-04:00,266.22,268.12,265.69,267.2,966986.0,267.359,4176
2025-04-01 09:33:00-04:00,267.2,267.85,264.36,265.02,679625.0,265.889,2931
2025-04-01 09:34:00-04:00,265.0,265.5,263.36,263.92,585369.0,264.363,2847
2025-04-01 09:35:00-04:00,264.05,264.05,260.36,260.58,876273.0,261.59,4008
2025-04-01 09:36:00-04:00,260.53,262.07,260.53,261.81,746046.0,261.372,3658
2025-04-01 09:37:00-04:00,261.78,261.87,259.25,259.68,781378.0,260.282,4006
2025-04-01 09:38:00-04:00,259.72,261.6,259.66,260.68,536229.0,260.879,2686
2025-04-01 09:39:00-04:00,260.84,262.74,260.6,262.39,553029.0,261.662,2431
2025-04-01 09:40:00-04:00,262.38,263.59,261.7,263.12,531451.0,262.741,2323
2025-04-01 09:41:00-04:00,263.05,264.8,263.01,264.62,675961.0,264.158,2937
2025-04-01 09:42:00-04:00,264.66,264.79,263.14,263.43,522235.0,263.87,2196
2025-04-01 09:43:00-04:00,263.35,263.76,262.27,263.39,401748.0,263.057,1707
2025-04-01 09:44:00-04:00,263.44,265.74,263.4,264.75,604148.0,264.933,2544
2025-04-01 09:45:00-04:00,264.75,265.51,264.16,264.81,420169.0,264.95,1758
2025-04-01 09:46:00-04:00,264.86,265.14,264.04,264.06,300296.0,264.534,1516
2025-04-01 09:47:00-04:00,264.05,265.19,264.03,264.83,303105.0,264.66,1614
2025-04-01 09:48:00-04:00,264.89,266.47,264.69,266.08,607094.0,265.78,2740
2025-04-01 09:49:00-04:00,266.14,266.27,265.2,265.23,321936.0,265.676,1582
2025-04-01 09:50:00-04:00,265.23,265.82,264.33,265.05,341683.0,264.974,1668
2025-04-01 09:51:00-04:00,264.98,265.46,264.41,264.72,232382.0,264.987,1153
2025-04-01 09:52:00-04:00,264.83,265.29,263.69,263.72,333874.0,264.322,1596
2025-04-01 09:53:00-04:00,263.76,263.93,262.8,263.73,367367.0,263.369,1579
2025-04-01 09:54:00-04:00,263.68,264.36,263.07,263.27,311960.0,263.782,1440
2025-04-01 09:55:00-04:00,263.29,263.87,262.32,262.76,368680.0,262.941,1570
2025-04-01 09:56:00-04:00,262.75,263.42,262.16,262.88,293444.0,262.78,1306
2025-04-01 09:57:00-04:00,262.94,263.65,262.51,263.58,310423.0,263.095,1235
2025-04-01 09:58:00-04:00,263.64,264.47,263.12,264.18,309047.0,264.0,1294
2025-04-01 09:59:00-04:00,264.12,264.9,263.69,263.74,337869.0,264.514,1386
2025-04-01 10:00:00-04:00,263.9,264.77,263.0,263.66,340400.0,263.792,1524
2025-04-01 10:01:00-04:00,263.6,263.9,261.66,261.69,431188.0,262.632,1930
2025-04-01 10:02:00-04:00,261.68,262.92,261.09,262.34,466882.0,262.071,2118
2025-04-01 10:03:00-04:00,262.37,264.1,261.87,263.36,386338.0,263.064,1769
2025-04-01 10:04:00-04:00,263.36,263.55,261.88,262.05,311450.0,262.5,1342
2025-04-01 10:05:00-04:00,262.05,263.15,261.75,262.8,242345.0,262.498,1176
