entry_time,entry_price,exit_price,net_pnl
2025-03-27 09:56:00-04:00,279.05,281.07,19.99999999999982
2025-03-27 09:58:00-04:00,278.2,276.97999999999996,-12.400000000000272
2025-03-27 10:07:00-04:00,278.66,276.32,-23.600000000000318
2025-03-27 10:30:00-04:00,283.16,289.64000000000004,64.60000000000018
2025-03-27 10:32:00-04:00,283.23,284.89,16.399999999999682
2025-03-27 10:36:00-04:00,284.0,285.0,9.8
2025-03-27 10:40:00-04:00,286.12,288.0,18.599999999999955
2025-03-27 10:44:00-04:00,286.14,285.15999999999997,-10.000000000000181
2025-03-27 10:54:00-04:00,290.22,295.46000000000004,52.20000000000009
2025-03-27 10:55:00-04:00,291.55,297.77000000000004,62.00000000000027
2025-03-27 10:57:00-04:00,290.46,290.6799999999999,1.999999999999136
2025-03-27 13:48:00-04:00,277.71,280.00999999999993,22.799999999999546
2025-03-27 13:49:00-04:00,278.06,279.8999999999999,18.199999999999182
2025-03-27 14:17:00-04:00,277.08,276.59999999999985,-5.000000000001319
2025-03-27 14:44:00-04:00,277.02,276.9999999999999,-0.400000000000955
2025-03-27 14:50:00-04:00,279.08,282.07999999999987,29.799999999998864
2025-03-27 14:51:00-04:00,278.96,281.25999999999993,22.799999999999546
2025-03-27 15:22:00-04:00,279.43,282.62999999999994,31.79999999999932
2025-03-27 15:23:00-04:00,279.22,281.48,22.39999999999991
2025-03-27 15:24:00-04:00,278.97,279.47,4.8
