entry_time,entry_price,exit_price,net_pnl,pnl_per_share,capital_required
2025-03-27 09:56:00-04:00,279.05,281.07,201.7999999999982,2.019999999999982,27905.0
2025-03-27 09:58:00-04:00,278.2,276.97999999999996,-122.20000000000273,-1.2200000000000273,27820.0
2025-03-27 10:07:00-04:00,278.66,276.32,-234.20000000000317,-2.340000000000032,27866.000000000004
2025-03-27 10:30:00-04:00,283.16,289.64000000000004,647.8000000000018,6.480000000000018,28316.000000000004
2025-03-27 10:32:00-04:00,283.23,284.89,165.79999999999683,1.6599999999999682,28323.0
2025-03-27 10:36:00-04:00,284.0,285.0,99.8,1.0,28400.0
2025-03-27 10:40:00-04:00,286.12,288.0,187.79999999999956,1.8799999999999955,28612.0
2025-03-27 10:44:00-04:00,286.14,285.15999999999997,-98.20000000000182,-0.9800000000000182,28614.0
2025-03-27 10:54:00-04:00,290.22,295.46000000000004,523.8000000000009,5.240000000000009,29022.000000000004
2025-03-27 10:55:00-04:00,291.55,297.77000000000004,621.8000000000027,6.220000000000027,29155.0
2025-03-27 10:57:00-04:00,290.46,290.6799999999999,21.79999999999136,0.2199999999999136,29045.999999999996
2025-03-27 13:48:00-04:00,277.71,280.00999999999993,229.79999999999546,2.2999999999999545,27770.999999999996
2025-03-27 13:49:00-04:00,278.06,279.8999999999999,183.79999999999183,1.8399999999999181,27806.0
2025-03-27 14:17:00-04:00,277.08,276.59999999999985,-48.20000000001319,-0.4800000000001319,27708.0
2025-03-27 14:44:00-04:00,277.02,276.9999999999999,-2.20000000000955,-0.020000000000095497,27702.0
2025-03-27 14:50:00-04:00,279.08,282.07999999999987,299.79999999998864,2.9999999999998863,27908.0
2025-03-27 14:51:00-04:00,278.96,281.25999999999993,229.79999999999546,2.2999999999999545,27895.999999999996
2025-03-27 15:22:00-04:00,279.43,282.62999999999994,319.7999999999932,3.199999999999932,27943.0
2025-03-27 15:23:00-04:00,279.22,281.48,225.7999999999991,2.259999999999991,27922.000000000004
2025-03-27 15:24:00-04:00,278.97,279.47,49.8,0.5,27897.000000000004
