entry_time,entry_price,exit_price,net_pnl
2025-04-01 10:24:00-04:00,265.38,268.2399999999999,28.399999999999
2025-04-01 10:26:00-04:00,265.34,266.99999999999983,16.399999999998546
2025-04-01 10:30:00-04:00,266.79,268.75000000000006,19.400000000000365
2025-04-01 10:31:00-04:00,266.42,266.59999999999997,1.5999999999994998
2025-04-01 10:32:00-04:00,266.87,267.89,9.999999999999819
2025-04-01 10:38:00-04:00,269.42,273.76000000000005,43.200000000000315
2025-04-01 10:40:00-04:00,268.62,268.9,2.599999999999727
2025-04-01 10:44:00-04:00,269.89,269.56999999999994,-3.4000000000005004
2025-04-01 10:53:00-04:00,272.0,273.93999999999994,19.19999999999941
2025-04-01 11:01:00-04:00,272.07,271.5699999999999,-5.200000000001137
2025-04-01 11:15:00-04:00,273.69,275.57,18.599999999999955
2025-04-01 11:18:00-04:00,274.2,274.6599999999999,4.399999999999227
2025-04-01 15:18:00-04:00,269.29,267.72999999999996,-15.80000000000059
2025-04-01 15:27:00-04:00,270.44,270.82,3.5999999999999543
