entry_time,entry_price,exit_price,net_pnl
2025-04-02 10:02:00-04:00,265.73,270.16999999999996,44.199999999999406
2025-04-02 10:03:00-04:00,266.15,270.18999999999994,40.19999999999963
2025-04-02 10:59:00-04:00,264.92,265.85999999999996,9.19999999999941
2025-04-02 11:06:00-04:00,265.93,267.29,13.400000000000137
2025-04-02 11:11:00-04:00,266.35,266.55000000000007,1.8000000000004548
2025-04-02 11:20:00-04:00,271.67,279.91,82.20000000000009
2025-04-02 11:21:00-04:00,272.23,280.07000000000005,78.20000000000032
2025-04-02 11:24:00-04:00,273.45,275.4499999999999,19.799999999998864
2025-04-02 11:29:00-04:00,275.52,275.39999999999986,-1.4000000000011823
2025-04-02 11:29:00-04:00,275.52,275.19999999999993,-3.4000000000005004
2025-04-02 11:36:00-04:00,278.74,283.48,47.20000000000009
2025-04-02 13:56:00-04:00,283.05,283.15000000000003,0.8000000000002274
2025-04-02 13:57:00-04:00,283.19,283.12999999999994,-0.8000000000005911
2025-04-02 14:03:00-04:00,283.45,283.59,1.1999999999998636
